dataset,category,run_dir,dtd_dir,enable_sspcab,sspcab_lambda,beta_min,beta_max,max_epochs,max_steps,check_val_every_n_epoch,train_batch_size,eval_batch_size,num_workers,seed,image_AUROC,image_F1Score,pixel_AUROC,pixel_F1Score
mvtec_ad,toothbrush,/home/ctao40/sim2real_industrial_review/experiments/runs/no_cad/draem/mvtec_ad/toothbrush,/home/ctao40/sim2real_industrial_review/datasets/dtd,False,0.1,0.1,1.0,1,20,,8,16,4,42,0.3333333432674408,0.8169013857841492,0.8545739054679871,0.10758807510137558
